province,city_or_municipality,position,name,nickname,party_affiliation,votes_obtained
Iloilo,Barotac Viejo,Mayor,"Tupas, Raul Causing",Boboy,Liberal Party,12818
Iloilo,Barotac Viejo,Vice-Mayor,"Tugbang, Jovino Jr. Barrido",Toto Bingbang,Liberal Party,11766
Iloilo,Barotac Viejo,Councilor,"Dasilao, Florencio Bilbao",Bebot,Liberal Party,5638
Iloilo,Barotac Viejo,Councilor,"Balajadia, Perfecto Jr. Balasico",Toti,Lakas-Kabalikat ng Malayang Pilipino,6226
Iloilo,Barotac Viejo,Councilor,"Engada, Isidro Jr. Arpa",Jun,Ugyon Party,6405
Iloilo,Barotac Viejo,Councilor,"Pomado, Erlinda Declarador",Linda,Liberal Party,7081
Iloilo,Barotac Viejo,Councilor,"Angeles, Maricel Tudillo",Pangging,Liberal Party,7184
Iloilo,Barotac Viejo,Councilor,"Jaranilla, Angelica Tad-Y",Otay,Liberal Party,8025
Iloilo,Barotac Viejo,Councilor,"Valdez, Merelyn Paredes",Neneng,Lakas-Kabalikat ng Malayang Pilipino,8124
Iloilo,Barotac Viejo,Councilor,"Baretto, Ridgie Ballentes",Boy,Ugyon Party,5523
Iloilo,Batad,Mayor,"Alarcon, Elvira Panes",Little,Lakas-Christian Muslim Democrats,5290
Iloilo,Batad,Vice-Mayor,"Estebal, Harnie Sr. Barde",Harnie,Lakas-Christian Muslim Democrats,4488
Iloilo,Batad,Councilor,"Machan, Rico Cordero",Ting,Lakas-Kabalikat ng Malayang Pilipino,2608
Iloilo,Batad,Councilor,"Balete, Santos Jr. Francisco",Santos,Lakas-Christian Muslim Democrats,2684
Iloilo,Batad,Councilor,"Catequista, Franklin Noveno",Pangke,Ugyon Party,2844
Iloilo,Batad,Councilor,"Palmares, Evangeline Hortillosa",Vangie,Lakas-Christian Muslim Democrats,3499
Iloilo,Batad,Councilor,"Arcosa , Cresencio Morales",Dame,Lakas-Kabalikat ng Malayang Pilipino,3584
Iloilo,Batad,Councilor,"Colendres, Susan Alarcon",San,-,3878
Iloilo,Batad,Councilor,"Alado, Fely De Asis",Toto,Lakas-Christian Muslim Democrats,3986
Iloilo,Batad,Councilor,"Ballester, Rodolfo Anala",Colado,Lakas-Christian Muslim Democrats,2557
Iloilo,Bingawan,Mayor,"Palabrica, Matt Plagata",Toto Matt,Lakas-Kabalikat ng Malayang Pilipino,2919
Iloilo,Bingawan,Vice-Mayor,"Palabrica, Mark Plagata",Mark,Lakas-Kabalikat ng Malayang Pilipino,2753
Iloilo,Bingawan,Councilor,"Patriarca, Eleuterio Carneja",Onyok Patri,Lakas-Kabalikat ng Malayang Pilipino,1921
Iloilo,Bingawan,Councilor,"Genturo, Roger Castor",Roger,Lakas-Kabalikat ng Malayang Pilipino,2760
Iloilo,Bingawan,Councilor,"Faldas, Edwin Sanchez",Boyboy,Lakas-Christian Muslim Democrats,2021
Iloilo,Bingawan,Councilor,"Compas , Ronelo Quimba",Ronel,Lakas-Kabalikat ng Malayang Pilipino,2239
Iloilo,Bingawan,Councilor,"Celeste, Delia Cataluna",Del,Lakas-Christian Muslim Democrats,1806
Iloilo,Bingawan,Councilor,"Simora, Leovy Castronuevo",Leovy,Lakas-Kabalikat ng Malayang Pilipino,2198
Iloilo,Bingawan,Councilor,"Plaga, Rosalie Cataluna",Lally,Lakas-Christian Muslim Democrats,2224
Iloilo,Bingawan,Councilor,"Javellana, Wennie Pormilos",Inday Wen,Lakas-Kabalikat ng Malayang Pilipino,2992
Iloilo,Cabatuan,Mayor,"Chavez, Mildred Arban",Nenen Arban,-,3505
Iloilo,Cabatuan,Mayor,"Yee, Ramon Cao",Mon,-,14894
Iloilo,Cabatuan,Mayor,"Lao, Teodoro Caras",Doroy,-,8543
Iloilo,Cabatuan,Vice-Mayor,"Caspe, Ronilo Ontanillas",Ronnie,-,14086
Iloilo,Cabatuan,Vice-Mayor,"Lumampao, Cecilia Hiponia",Cecil,-,3588
Iloilo,Cabatuan,Councilor,"Maroma, Victor Sala",Sir Maroma,-,12603
Iloilo,Cabatuan,Councilor,"Otero, Norma Candelario",Inday Norma,-,3428
Iloilo,Cabatuan,Councilor,"Porras, Roselo Sobrevega",Celoy,-,3296
Iloilo,Cabatuan,Councilor,"Salcedo, Nixon Celis",Toto,-,3292
Iloilo,Cabatuan,Councilor,"Sepanton, Gaudencio Jr. Abico",Kalong,-,3778
Iloilo,Cabatuan,Councilor,"Sepanton , Rodel Padilla",Rodel,-,3206
Iloilo,Cabatuan,Councilor,"Teneso, Romeo Jr. Fuentes",Canoy,-,3598
Iloilo,Cabatuan,Councilor,"Cabacas, Ronald Calubia",Bombo Ronald,-,3889
Iloilo,Cabatuan,Councilor,"Almenana, Niel Penecilla",Nonoy,-,3356
Iloilo,Cabatuan,Councilor,"Cloma, Abelardo Sermito",Badoy,Lakas-Christian Muslim Democrats,6904
Iloilo,Cabatuan,Councilor,"Villalobos, Mariano Posada",Anong,-,7319
Iloilo,Cabatuan,Councilor,"Galindo, Anthony III Pueyo",Toting,-,7502
Iloilo,Cabatuan,Councilor,"Caballero, Noemi Garrido",Omeng,-,8669
Iloilo,Cabatuan,Councilor,"Amoroso, Nestor Camen",Sabak,-,8882
Iloilo,Cabatuan,Councilor,"Pancrodo, Josefino Jr. Caspe",Jun Jun,-,9005
Iloilo,Cabatuan,Councilor,"Amoroso, Salvador Camen",Badong,Lakas-Kabalikat ng Malayang Pilipino,6669
Iloilo,Calinog,Vice-Mayor,"Divinagracia, Salvador Jr. Castro",Badong,Liberal Party,8141
Iloilo,Calinog,Councilor,"Saturnino, Josefina Morano",Pin,Liberal Party,8023
Iloilo,Calinog,Councilor,"Castro, Corabella Surriga",Mam Castro,Liberal Party,7536
Iloilo,Calinog,Councilor,"Casinao, Renato Caro",Nato,Liberal Party,7412
Iloilo,Calinog,Councilor,"Saluria, Barsimeo Bosque",Barsing,Lakas-Christian Muslim Democrats,7035
Iloilo,Calinog,Councilor,"Dizon, Dino Candido",Den,Lakas-Christian Muslim Democrats,6938
Iloilo,Calinog,Councilor,"Castigador, Alex Concepcion",Ingkaw,Lakas-Christian Muslim Democrats,6830
Iloilo,Calinog,Councilor,"Sencil, Ramon Janeo",-,Lakas-Christian Muslim Democrats,6624
Iloilo,Calinog,Councilor,"Enriquez, Chito Abordo",Nene Melchor,Lakas-Christian Muslim Democrats,6467
Iloilo,Carles,Mayor,"Betita, Arnold Alfuente",Arnold,Lakas-Christian Muslim Democrats,10421
Iloilo,Carles,Vice-Mayor,"Dumayas, Rodolfo Jr. Sison",Doc,Independent,9115
Iloilo,Carles,Councilor,"Billones, Gil Villanueva",Nene Gil,Lakas-Kabalikat ng Malayang Pilipino,7319
Iloilo,Carles,Councilor,"Golingan, Olga Bernal",Bebing,Lakas-Christian Muslim Democrats,8375
Iloilo,Carles,Councilor,"Bernal, Felipe III Bartolome",Baby Boy,Lakas-Kabalikat ng Malayang Pilipino,5800
Iloilo,Carles,Councilor,"Andrada, Franklin Juele",Nene,Lakas-Christian Muslim Democrats,5348
Iloilo,Carles,Councilor,"Lopez, Marlou Dagohoy",To Kid Ol,Lakas-Kabalikat ng Malayang Pilipino,5549
Iloilo,Carles,Councilor,"Golingan, Henry David",Kengkoy,Lakas-Christian Muslim Democrats,5627
Iloilo,Carles,Councilor,"Bandojo, Leonardo Adrias",Arong,Ugyon Party,5695
Iloilo,Carles,Councilor,"Barbosa, Jelly Bebar",Neneng,Independent,6142
Iloilo,City of Passi,Mayor,"Chavez, Elyzer Castellano",Beyong,Lakas-Kabalikat ng Malayang Pilipino,15636
Iloilo,City of Passi,Vice-Mayor,"Palmares, Jovi Aguilar",Bitoy Barren,Lakas-Kabalikat ng Malayang Pilipino,16434
Iloilo,City of Passi,Councilor,"Layese, Ma Aura Eugenia Landar",Aura Landar,Lakas-Kabalikat ng Malayang Pilipino,10126
Iloilo,City of Passi,Councilor,"Pendon, Arvin Panes",Poypoy,Lakas-Kabalikat ng Malayang Pilipino,10297
Iloilo,City of Passi,Councilor,"Lico, Noe Aguilar",6-L,Lakas-Kabalikat ng Malayang Pilipino,10479
Iloilo,City of Passi,Councilor,"Masna, Juan Javellana",Doc,Lakas-Kabalikat ng Malayang Pilipino,10619
Iloilo,City of Passi,Councilor,"Padilla, Jayson Pamplona",Eson Moloy,Lakas-Kabalikat ng Malayang Pilipino,10733
Iloilo,City of Passi,Councilor,"Barbero, Bonifacio  Palma",Boning,Lakas-Kabalikat ng Malayang Pilipino,11242
Iloilo,City of Passi,Councilor,"Ligasan, Basilio Jr. Longno",Basil,Lakas-Kabalikat ng Malayang Pilipino,11413
Iloilo,City of Passi,Councilor,"Pama, Cenonito Sotelo",Nitoy,Lakas-Christian Muslim Democrats,11649
Iloilo,City of Passi,Councilor,"Palmares, Ma Gina Senina",Gina,Lakas-Kabalikat ng Malayang Pilipino,13157
Iloilo,City of Passi,Councilor,"Castellano, Tracy Ione Orquia",3S,Lakas-Christian Muslim Democrats,8361
Iloilo,Dingle,Mayor,"Palabrica, Rufino III Pablo",Beloy,Lakas-Christian Muslim Democrats,10301
Iloilo,Dingle,Vice-Mayor,"Lacson, Reblun Luntao",Inday,Lakas-Christian Muslim Democrats,5492
Iloilo,Dingle,Councilor,"Cabayao, Edwin Landoy",Nono,Lakas-Kabalikat ng Malayang Pilipino,6182
Iloilo,Dingle,Councilor,"Cahuya, Ronald Abang",Nonoy,Lakas-Christian Muslim Democrats,6322
Iloilo,Dingle,Councilor,"Quinlat, Wilfredo Sumbang",Boy,Lakas-Christian Muslim Democrats,6836
Iloilo,Dingle,Councilor,"Solinap, Marilyn Grecia",Neneng,Lakas-Christian Muslim Democrats,7084
Iloilo,Dingle,Councilor,"Sorianosos, Rufino Jr. Chiva",Nono,Lakas-Christian Muslim Democrats,7116
Iloilo,Dingle,Councilor,"Alecto, Jessie Maranon",Jess,Lakas-Christian Muslim Democrats,7182
Iloilo,Dingle,Councilor,"Rull, Jean Penalosa",Jiji,Lakas-Christian Muslim Democrats,7474
Iloilo,Dingle,Councilor,"Lumbo, Marbehn Andura",Biboy,Independent,5890
Iloilo,Duenas,Mayor,"Pama, Robert Martin Uytan",Bobet,Lakas-Christian Muslim Democrats,8997
Iloilo,Duenas,Vice-Mayor,"Piccio, Merloi Lamasan",Pangga,Lakas-Kabalikat ng Malayang Pilipino,6800
Iloilo,Duenas,Councilor,"Catalan, Welly Murillo",Naldo,Lakas-Christian Muslim Democrats,5110
Iloilo,Duenas,Councilor,"Pedroso, Arly Acullador",Apol,Lakas-Christian Muslim Democrats,5707
Iloilo,Duenas,Councilor,"Lamasan, Rey Espino",-,Lakas-Kabalikat ng Malayang Pilipino,5710
Iloilo,Duenas,Councilor,"Lozada, Renato Sr. Lustica",Ayot,Lakas-Christian Muslim Democrats,5848
Iloilo,Duenas,Councilor,"Estocada, Emma Raposo",Ems,Lakas-Christian Muslim Democrats,5898
Iloilo,Duenas,Councilor,"Pelopero, Mamerto III Legayada",Ninoy,Lakas-Christian Muslim Democrats,6222
Iloilo,Duenas,Councilor,"Pedregosa, Santiago Jr. Calvo",Jr.,Lakas-Christian Muslim Democrats,6376
Iloilo,Duenas,Councilor,"Pama, Julio Labos",Chef,Lakas-Christian Muslim Democrats,5094
Iloilo,Dumangas,Mayor,"Golez, Ronaldo Bayot",Onal,-,14491
Iloilo,Dumangas,Vice-Mayor,"Biron, Hernan Jr.  Gonzales",Jun,-,12497
Iloilo,Dumangas,Councilor,"Azucena, Dale Doronila",Bugoy,Lakas-Kabalikat ng Malayang Pilipino,8796
Iloilo,Dumangas,Councilor,"Deles, Nelson Doromal",Nel,Lakas-Christian Muslim Democrats,9565
Iloilo,Dumangas,Councilor,"Casco, Jesus De La Pena",Esoy,Lakas-Kabalikat ng Malayang Pilipino,9965
Iloilo,Dumangas,Councilor,"Benendicto, Buenvenida Jubac",Benny,Lakas-Christian Muslim Democrats,10145
Iloilo,Dumangas,Councilor,"Dolendo, Ian Joel Militar",Ian,Lakas-Kabalikat ng Malayang Pilipino,10708
Iloilo,Dumangas,Councilor,"De La Pena, Rene  Blancada",Tito Rene,Lakas-Christian Muslim Democrats,11310
Iloilo,Dumangas,Councilor,"Dolutan , Ian Ii Lastimoso",Toto I,Lakas-Kabalikat ng Malayang Pilipino,11395
Iloilo,Dumangas,Councilor,"Celeste, Alberto Delicana",Bombo Bert,Lakas-Christian Muslim Democrats,13536
Iloilo,Estancia,Mayor,"Mosqueda, Restituto Patricio",Toto Boy,Lakas-Christian Muslim Democrats,9828
Iloilo,Estancia,Vice-Mayor,"Aclaro, Rodoel Sr. Doromal",Butching,Liberal Party,6611
Iloilo,Estancia,Councilor,"Ravena, Rainier Baril",Abog,Lakas-Christian Muslim Democrats,6157
Iloilo,Estancia,Councilor,"Benid, Edmundo Arquintillo",Mon,Liberal Party,6388
Iloilo,Estancia,Councilor,"Bataga, Rey  Debil",Toto Rey,Lakas-Christian Muslim Democrats,6975
Iloilo,Estancia,Councilor,"Balingit, Wilson Uy",Boy Wilson,Lakas-Christian Muslim Democrats,6988
Iloilo,Estancia,Councilor,"Delgado, Serafin Datu On",Raffy,Liberal Party,6993
Iloilo,Estancia,Councilor,"Andreo, Jesus Demayo",Jess,Lakas-Christian Muslim Democrats,7069
Iloilo,Estancia,Councilor,"Placencia, Rowena Alpasan",Weng,-,7990
Iloilo,Estancia,Councilor,"Bacos, Arleen Tubilleja",Baoy,Lakas-Christian Muslim Democrats,6078
Iloilo,Guimbal,Mayor,"Garin, Christine Serag",Ting Ting,Lakas-Christian Muslim Democrats,13239
Iloilo,Guimbal,Vice-Mayor,"Suyao, Mary Ann Memis",Ann,Lakas-Christian Muslim Democrats,11789
Iloilo,Guimbal,Councilor,"Geolamin, Benito Gozante",Benny,Lakas-Kabalikat ng Malayang Pilipino,7040
Iloilo,Guimbal,Councilor,"Gelasan, Patricio Genovata",Kap Patring,-,7307
Iloilo,Guimbal,Councilor,"Sumido, Antonio Caserial",Tony,-,7372
Iloilo,Guimbal,Councilor,"Gonzales, Romeo Tantia",Romy,Lakas-Christian Muslim Democrats,7670
Iloilo,Guimbal,Councilor,"Garibay, Mario Louis Sr. Suarez",Marlou,Independent,7855
Iloilo,Guimbal,Councilor,"Gentolea, Nicolas Germinanda",Nick,Lakas-Christian Muslim Democrats,8187
Iloilo,Guimbal,Councilor,"Lencioco, Dolores Gelario",Dolo,-,8420
Iloilo,Guimbal,Councilor,"Genzola, Gregorio Garcesto",Greg,Lakas-Christian Muslim Democrats,6994
Iloilo,Igbaras,Mayor,"Esmeralda, Jaime Ecube",Toto James,Lakas-Christian Muslim Democrats,11328
Iloilo,Igbaras,Vice-Mayor,"Esporas, Jose Edmund Geroy",Baby,Lakas-Kabalikat ng Malayang Pilipino,7159
Iloilo,Igbaras,Councilor,"Graza, Jose Nilo Ealdama",Nilo,Independent,6918
Iloilo,Igbaras,Councilor,"Valera, Arturo Olivar",Doc,-,7364
Iloilo,Igbaras,Councilor,"Villanueva, Hajji Gegato",Luz,Lakas-Christian Muslim Democrats,6113
Iloilo,Igbaras,Councilor,"Espinosa, Romeo Eresuelo",Toti,Lakas-Christian Muslim Democrats,4667
Iloilo,Igbaras,Councilor,"Espina, Panfilo Esquera",Doc Pilo,Independent,4904
Iloilo,Igbaras,Councilor,"Dalmacio, Romana Lourdes Elpos",Nenet Elpos,Independent,5570
Iloilo,Igbaras,Councilor,"Elbanbuena, Francisco Esteves",Aksyon Iko,Lakas-Christian Muslim Democrats,5583
Iloilo,Igbaras,Councilor,"Penol, Ma Lourdes Fatima Empedrado",Fat,Lakas-Christian Muslim Democrats,6904
Iloilo,Iloilo City,Mayor,"Trenas, Jerry Perez",Jerry,Lakas-Christian Muslim Democrats,125375
Iloilo,Iloilo City,Mayor,"Belleza, Roel Tupas",Beboy,Lakas-Christian Muslim Democrats,3313
Iloilo,Iloilo City,Vice-Mayor,"Mabilog, Jed Patrick Escalanta",Jed,Lakas-Christian Muslim Democrats,129736
Iloilo,Iloilo City,Vice-Mayor,"Balasico, Jeanne Escoliada",Jiji,Lakas-Christian Muslim Democrats,4913
Iloilo,Iloilo City,Councilor,"Parcon, Armand Solas",Bombo Arman,Lakas-Christian Muslim Democrats,83611
Iloilo,Iloilo City,Councilor,"Espinosa, Jose III Sanson",Joe Iii,Lakas-Kabalikat ng Malayang Pilipino,82016
Iloilo,Iloilo City,Councilor,"Ganzon, Jeffrey Padoginog",Jeff,Lakas-Christian Muslim Democrats,81645
Iloilo,Iloilo City,Councilor,"Estante, Ely Jr. Armada",Bombo Ely,Lakas-Christian Muslim Democrats,73963
Iloilo,Iloilo City,Councilor,"Tupas, Nielex Causing",Lex,Ugyon Party,72387
Iloilo,Iloilo City,Councilor,"Zulueta, Perla Sucayan",Inday Perla,Partido ng Demokratikong Pilipino-Lakas ng Bayan,71055
Iloilo,Iloilo City,Councilor,"Penaredondo, Eduardo Lapastora",Ed,Lakas-Christian Muslim Democrats,68928
Iloilo,Iloilo City,Councilor,"Antiquera, Eldrid Catalan",Drid,-,60126
Iloilo,Iloilo City,Councilor,"Pesina, Antonio Jr. Villaruz",Tony,Lakas-Christian Muslim Democrats,85010
Iloilo,Iloilo City,Councilor,"Baronda, Julienne Linaogo",Jam-Jam,Lakas-Christian Muslim Democrats,88874
Iloilo,Iloilo City,Councilor,"Plagata , Erwin Jalbuena",Tongtong,Lakas-Christian Muslim Democrats,94321
Iloilo,Iloilo City,Councilor,"Balasico, Rojean Escoliada",Toto Boy,Lakas-Christian Muslim Democrats,2982
Iloilo,Iloilo City,Councilor,"Banggud, Erlina Basalatan",Deding,Ugyon Party,2913
Iloilo,Iloilo City,Councilor,"Gumban, Joe Mar Barrida",Nonong,Lakas-Christian Muslim Democrats,2704
Iloilo,Iloilo City,Councilor,"Delos Reyes, Melvin Reyes",Totong,Lakas-Christian Muslim Democrats,2507
Iloilo,Iloilo City,Councilor,"Ruto, Roger Entorque",Rr,Lakas-Christian Muslim Democrats,2359
Iloilo,Iloilo City,Councilor,"Falsis, Samuel Gallo",Sam,Lakas-Christian Muslim Democrats,2343
Iloilo,Iloilo City,Councilor,"Pontaoy, Marcelino Deano",Mario,Ugyon Party,2175
Iloilo,Iloilo City,Councilor,"Catedrilla, Melly Bangero",Mami Melly,Lakas-Christian Muslim Democrats,2084
Iloilo,Iloilo City,Councilor,"Acap, Lyndon Varona",Kap,Lakas-Christian Muslim Democrats,53270
Iloilo,Janiuay,Mayor,"Margarico, Bienvenido Pedregosa",Doc Ben,-,11053
Iloilo,Janiuay,Vice-Mayor,"Parian, Paulino Masado",Paul,Lakas-Christian Muslim Democrats,9626
Iloilo,Janiuay,Councilor,"Colada, Teresita Tan",Tisay,Lakas-Christian Muslim Democrats,7563
Iloilo,Janiuay,Councilor,"Salazar, Joachim Gabinete",Kim,Lakas-Christian Muslim Democrats,7625
Iloilo,Janiuay,Councilor,"Colada, Cecilia Adelantar",Celia,Lakas-Christian Muslim Democrats,8238
Iloilo,Janiuay,Councilor,"Alerta, Noel Almirante",Apad,Liberal Party,8256
Iloilo,Janiuay,Councilor,"Margarico, Michael Suarez",Mike,Lakas-Christian Muslim Democrats,8274
Iloilo,Janiuay,Councilor,"Abonado, Francisco Verueda",Soc,Lakas-Christian Muslim Democrats,8722
Iloilo,Janiuay,Councilor,"Del Campo, Larry Solidarios",Beben,Lakas-Christian Muslim Democrats,9029
Iloilo,Janiuay,Councilor,"Solidarios, Noe Allado",Noe,Liberal Party,9485
Iloilo,Lambunao,Mayor,"Tupas, Rosario Mediatrix Fernandez",Trixie,Lakas-Christian Muslim Democrats,7408
Iloilo,Lambunao,Mayor,"Gonzales, Reynor Ronces Valles",Gen,Lakas-Christian Muslim Democrats,12947
Iloilo,Lambunao,Vice-Mayor,"Paclibar, Julius Doregios",Oyok,Lakas-Christian Muslim Democrats,7673
Iloilo,Lambunao,Vice-Mayor,"Catedral, Pancho Gustilo",Pancho,Lakas-Christian Muslim Democrats,13468
Iloilo,Lambunao,Councilor,"Aljo, Josefino Jr. Alarba",Onyok,Lakas-Christian Muslim Democrats,4755
Iloilo,Lambunao,Councilor,"Leba, Juan Leagogo",Owa,Liberal Party,7296
Iloilo,Lambunao,Councilor,"Losbanes, Norlene Lauron",Bombo Norlene,Liberal Party,7391
Iloilo,Lambunao,Councilor,"Librodo, Pura Legayada",Baby,Lakas-Christian Muslim Democrats,7529
Iloilo,Lambunao,Councilor,"Catedral, Marichu Azamar",-,Lakas-Christian Muslim Democrats,7685
Iloilo,Lambunao,Councilor,"Legayada, Mariano Larroza",Maning,Lakas-Christian Muslim Democrats,7696
Iloilo,Lambunao,Councilor,"Gonzales, Cesar Legarda",Sar,Lakas-Christian Muslim Democrats,7959
Iloilo,Lambunao,Councilor,"Lavilla, German Lizada",Gauden,Lakas-Christian Muslim Democrats,8196
Iloilo,Lambunao,Councilor,"Ladigohon, Mariano Porras",Maning,Liberal Party,9257
Iloilo,Lambunao,Councilor,"Lapasaran, Agustin Sr. Caspe",Usting,Lakas-Kabalikat ng Malayang Pilipino,4851
Iloilo,Lambunao,Councilor,"Sumagpao, Carlos  Pacardo",Katong,Lakas-Christian Muslim Democrats,4839
Iloilo,Lambunao,Councilor,"Cordero, Thaddeus Sorongon",Biboy,Lakas-Christian Muslim Democrats,4277
Iloilo,Lambunao,Councilor,"Palomado, Edmundo Palmes",Moroy,-,5441
Iloilo,Lambunao,Councilor,"Panes, Marino Mallorca",Menong,-,5106
Iloilo,Lambunao,Councilor,"Parreno, Evangeline Pagurayan",Vangie,-,5577
Iloilo,Leganes,Mayor,"Jaen, Adolfo Espinosa",Adop,Lakas-Kabalikat ng Malayang Pilipino,6624
Iloilo,Leganes,Vice-Mayor,"Jagunap, Dionzon Belandres",Jag,Lakas-Kabalikat ng Malayang Pilipino,6441
Iloilo,Leganes,Councilor,"Jaen, Vicente Ii Pabiona",Junjun,Lakas-Christian Muslim Democrats,5239
Iloilo,Leganes,Councilor,"Jinon, Epifania Anuales",Fanay,Nationalist People's Coalition,5515
Iloilo,Leganes,Councilor,"Espano, Joseph Allen Dormitorio",Allen,Lakas-Christian Muslim Democrats,5643
Iloilo,Leganes,Councilor,"Arguelles, Rene Hervias",Totong,Nationalist People's Coalition,5784
Iloilo,Leganes,Councilor,"Unarce, Antonio Vargas",Tony Lampitaw,Lakas-Christian Muslim Democrats,5807
Iloilo,Leganes,Councilor,"Maranon, Jose Romi Sobrevega",Dodong,Nationalist People's Coalition,6343
Iloilo,Leganes,Councilor,"Quidato, Andres Jagunap",Doc,-,6351
Iloilo,Leganes,Councilor,"Galve, Alexander Selauso",Dodoy,Lakas-Christian Muslim Democrats,5098
Iloilo,Leon,Mayor,"Cabana, Romulo Sr. Caguimbay",Molo,Lakas-Kabalikat ng Malayang Pilipino,11511
Iloilo,Leon,Vice-Mayor,"Cajilig, Rolito Calambuhay",Lito,Lakas-Kabalikat ng Malayang Pilipino,10549
Iloilo,Leon,Councilor,"Cagampang, Romeo Sabidacas",Boy Sunog,Lakas-Christian Muslim Democrats,7218
Iloilo,Leon,Councilor,"Camposano, Lorenzo Canillas",Boy Larry,Ugyon Party,7267
Iloilo,Leon,Councilor,"Calfoforo, Wilane Suay",Inday,Independent,7282
Iloilo,Leon,Councilor,"Beatingo, Abe Jr. Nabong",Kid,Ugyon Party,7338
Iloilo,Leon,Councilor,"Capilastique, Edwin Capilastique",Bok Ed,Lakas-Christian Muslim Democrats,8255
Iloilo,Leon,Councilor,"Capaque, Rey Villa",Toto Rey,Lakas-Christian Muslim Democrats,8491
Iloilo,Leon,Councilor,"Holipas, Ma Lina Cabana",Malin,Lakas-Christian Muslim Democrats,9960
Iloilo,Leon,Councilor,"Caigoy, Armando Dujon",Mando,Ugyon Party,6297
Iloilo,Maasin,Mayor,"Malones, Mariano Jr. Dioso",Jing,Lakas-Christian Muslim Democrats,6777
Iloilo,Maasin,Vice-Mayor,"Albacete, Vicente Artieda",Itik,-,7120
Iloilo,Maasin,Councilor,"Piolo , Manuel Magnetico",Tawi,Liberal Party,5209
Iloilo,Maasin,Councilor,"Espino, Edwin Pajado",Coach,Liberal Party,5314
Iloilo,Maasin,Councilor,"Mondejar, Exmila Cajilig",Mila,-,5742
Iloilo,Maasin,Councilor,"Lope , Meredith Memorando",Medit,Lakas-Christian Muslim Democrats,5818
Iloilo,Maasin,Councilor,"Lopera, Esteban Mouna",Dodoy,Lakas-Christian Muslim Democrats,6168
Iloilo,Maasin,Councilor,"Bombita, Dioden Segura",Dodoy,Liberal Party,6406
Iloilo,Maasin,Councilor,"Amboy, Francis Alicante",Ansing,Lakas-Christian Muslim Democrats,6826
Iloilo,Maasin,Councilor,"Bermudo, Jose  Mesitas",Renan,Lakas-Christian Muslim Democrats,6952
Iloilo,Miagao,Mayor,"Flores, Julieta Noble",Juliet,Liberal Party,16109
Iloilo,Miagao,Vice-Mayor,"Noble, Jose Rey Nolledo",Joerey,Liberal Party,15348
Iloilo,Miagao,Councilor,"Paulma, Orlando Sencida",Orly,Ugyon Party,9922
Iloilo,Miagao,Councilor,"Ninonuevo, Santos Nacional",Roming,Liberal Party,10198
Iloilo,Miagao,Councilor,"Nismal, Ramon Jr. Mujal",Monit,Liberal Party,13451
Iloilo,Miagao,Councilor,"Torrecampo, Jessica Palmos",Jeck,Liberal Party,13066
Iloilo,Miagao,Councilor,"Magallanes, Eliezer Polistico",Zer,Liberal Party,11585
Iloilo,Miagao,Councilor,"Go, Suzita Merza",Chuchi,Liberal Party,10451
Iloilo,Miagao,Councilor,"Facon, Raul Fantilagan",Dodoy,Liberal Party,14162
Iloilo,Miagao,Councilor,"Naldoza, Leonardo Nono",Nardo,Lakas-Christian Muslim Democrats,10012
Iloilo,Mina,Mayor,"Grabato, Rey Pelaez",Rpg,Lakas-Christian Muslim Democrats,7044
Iloilo,Mina,Vice-Mayor,"Dableo, Evangeline Davila",Evan,Liberal Party,3724
Iloilo,Mina,Councilor,"Zuniega, Eloisa Defensor",Cana,Lakas-Christian Muslim Democrats,4217
Iloilo,Mina,Councilor,"Pecina, Ireneo Defensor",Sir Iyong,Lakas-Christian Muslim Democrats,5706
Iloilo,Mina,Councilor,"Grabato, Cleofe Armonio",Fe,Partido ng Demokratikong Pilipino-Lakas ng Bayan,3929
Iloilo,Mina,Councilor,"Parreno, Ernesto Parayao",Erning,Lakas-Christian Muslim Democrats,3600
Iloilo,Mina,Councilor,"Sucaldito-Abistano, Shirley Leda",Shie,Lakas-Christian Muslim Democrats,3719
Iloilo,Mina,Councilor,"Agot , Cherrie Ann Dato-On",Ann,Lakas-Christian Muslim Democrats,3836
Iloilo,Mina,Councilor,"Grabato, Giovani Rentoy",Boy,Lakas-Christian Muslim Democrats,3523
Iloilo,Mina,Councilor,"Chichirita, Bernardino Pequierda",-,Lakas-Christian Muslim Democrats,4988
Iloilo,New Lucena,Mayor,"Seville, Liecel Mondejar",Liecel,Lakas-Christian Muslim Democrats,5938
Iloilo,New Lucena,Vice-Mayor,"Sibolinao, Nestor Simora",Nestor,Lakas-Christian Muslim Democrats,5905
Iloilo,New Lucena,Councilor,"Panican, Samson Sr. Suelo",Sammy,Lakas-Christian Muslim Democrats,4571
Iloilo,New Lucena,Councilor,"Mana-Ay, Lorenzo Bunol",Owen,Lakas-Christian Muslim Democrats,4702
Iloilo,New Lucena,Councilor,"Imperial, Potenciano Jr. Panisa",Poten,Lakas-Christian Muslim Democrats,4500
Iloilo,New Lucena,Councilor,"Balentos, Nilo Sonza",Palong,Lakas-Christian Muslim Democrats,4045
Iloilo,New Lucena,Councilor,"Armentia, Ma Luisa  Sudario",Loy,Lakas-Christian Muslim Democrats,3928
Iloilo,New Lucena,Councilor,"Araneta, Jacinto Sumagaysay",Intoy,Liberal Party,4268
